university,program,decision,term,citizenship,gpa_raw,gre_total,gre_q,gre_v,gre_aw
University of Illinois Urbana-Champaign,Computer Science MS Masters,Accepted,F11,International,,,,,
University Of Western Ontario,Computer Science Masters,Accepted,F11,International,,,,,
University Of Calgary,Computer Science Masters,Accepted,F11,International,3.55,750.0,,480.0,3.5
Washington University in St. Louis (WashU/WUSTL),Computer Science Masters,Accepted,F11,International,3.12,800.0,,550.0,3.0
The Ohio State University (OSU),Computer Science & Engineering (CSE) Masters,Accepted,F11,International,3.50,800.0,,540.0,4.0
Michigan State University (MSU),Computer Science Masters,Accepted,F11,International,3.97,400.0,,740.0,3.5
University Of Florida (Gainesville),Computer Science Masters,Accepted,F11,International,,770.0,,600.0,4.0
Northeastern University (NEU),Computer Science Masters,Accepted,F11,International,3.26,800.0,,360.0,3.0
McGill University,Computer Science Masters,Accepted,F11,International,3.80,800.0,,730.0,5.0
Queens University (Ontario),Computer Science Masters,Accepted,F11,International,,,,,
Northwestern University,Computer Science Masters,Accepted,F11,International,,,,,
University Of Southern California (USC),Computer Science(game Development) Masters,Accepted,F11,International,,,,,
New York University (NYU),Computer Science Masters,Accepted,F11,International,3.70,780.0,,380.0,3.5
Columbia FFSEAS,Computer Science Masters,Accepted,F11,International,,,,,
New York Univerity,Computer Science Masters,Accepted,F11,International,3.12,550.0,,800.0,3.0
Northeastern University,Computer Science Masters,Accepted,F11,International,3.12,740.0,,350.0,3.5
University Of Southern California (USC),Computer Science Masters,Accepted,F11,International,,,,,
Ohio State University (OSU),Computer Science and Engineering Masters,Accepted,F11,International,,,,,
University Of Illinois At Chicago,Computer Science Masters,Accepted,F11,International,3.97,800.0,,610.0,3.5
Rice Universiry,Computer Science Masters,Accepted,F11,International,,,,,
The University Of Minnesota - Twin Cities,Computer Science Masters,Accepted,F11,,,,,,
University Of Illinois -- Chicago,Computer Science Masters,Accepted,F11,International,,,,,
University of Copenhagen,Computer Science Masters,Accepted,F11,International,3.20,740.0,,250.0,2.0
Polytechnic Institute-NYU,Computer Science Masters,Accepted,F11,International,3.50,800.0,,540.0,4.0
University Of Alberta,Computer Science Masters,Accepted,F11,International,3.50,760.0,,560.0,3.0
New York University (NYU),Computer Science Masters,Accepted,F11,International,3.10,800.0,,640.0,3.0
University of Florida,Computer Science Masters,Accepted,F11,International,3.10,640.0,,800.0,3.0
Purdue University (west Lafayette),Computer Science Masters,Accepted,F11,International,3.75,750.0,,510.0,4.0
NYU Polytechnic,Computer Science Masters,Accepted,F11,American,3.70,690.0,,490.0,99.99
Georgia Institute of Technology,Computer Science (CS) Masters,Accepted,F11,International,,,,,
University Of Florida (Gainesville),Computer Science Masters,Accepted,F11,International,,,,,
University of Michigan,Computer Science Masters,Accepted,F11,International,,,,,
Virginia Polytechnic Institute And State University (Virginia Tech),Computer Science Masters,Accepted,F11,International,,,,,
Johns Hopkins University,Computer Science Masters,Accepted,F11,International,3.00,710.0,,530.0,3.0
Indiana University Bloomington,Computer Science Masters,Accepted,F11,International,,,,,
Penn State Harrisburg,Computer Science Masters,Accepted,F11,International,3.00,710.0,,530.0,3.0
Johns Hopkins University,"Computer Science, Information Security Institute Masters",Accepted,F11,International,3.10,800.0,,520.0,3.5
Virginia Polytechnic Institute And State University (Virginia Tech),Computer Science Masters,Accepted,F11,International,,,,,
Cornell University,Computer Science (CS) Masters,Accepted,F11,International,3.60,800.0,,600.0,3.0
North Carolina Sate University (NCSU),Computer Science Masters,Accepted,F11,American,,670.0,,560.0,
Michigan State University (MSU),Computer Science Masters,Accepted,F11,American,3.50,590.0,,610.0,4.0
Ohio State University (OSU),Computer Science and Engineering Masters,Accepted,F11,International,3.77,770.0,,660.0,4.0
Cornell University,Computer Science (CS) Masters,Accepted,F11,International,3.80,800.0,,,
Cornell University,Computer Science Masters,Accepted,F11,International,,,,,
Brown University,Computer Science Masters,Accepted,F11,International,,,,,
Cornell University,Computer Science Masters,Accepted,F11,International,,780.0,,300.0,4.0
Ohio State University (OSU),Computer Science Masters,Accepted,F11,International,3.60,800.0,,550.0,4.0
Texas A&M University,Computer Science Masters,Accepted,F11,International,,,,,
Illinois Institute Of Technology (IIT),Computer Science Masters,Accepted,F11,International,3.00,710.0,,530.0,3.0
Indiana University,Computer Science Masters,Accepted,F11,International,3.50,750.0,,460.0,
Dartmouth College,Computer Science Masters,Accepted,F11,International,3.00,710.0,,530.0,3.0
University of Colorado Boulder,Computer Science Masters,Accepted,F11,International,3.00,710.0,,530.0,3.0
Cornell University,Computer Science Masters,Accepted,F11,American,3.70,750.0,,,
Indiana University Bloomington,Computer Science Masters,Accepted,F11,International,,,,,
Indiana University At Bloomington (IUB),Computer Science (CS) Masters,Accepted,F11,International,,,,,
Stanford University,Computer Science Masters,Accepted,F11,American,3.74,800.0,,720.0,4.5
Cornell University,Computer Science Masters,Accepted,F11,American,3.83,770.0,,600.0,4.0
University Of Western Ontario (UWO),Computer Science Masters,Accepted,F11,International,,,,,
Cornell University,Computer Science Masters,Accepted,F11,American,3.70,780.0,,450.0,4.0
Ohio State University (OSU),Computer Science Masters,Accepted,F11,International,,,,,
"University Of Minnesota, Twin Cities (UMN)",Computer Science (CS) Masters,Accepted,F11,International,,,,,
McGill University,Computer Science Masters,Accepted,F11,International,3.20,800.0,,350.0,3.0
Georgia Institute of Technology,Computer Science Masters,Accepted,F11,International,9.99,760.0,,660.0,4.0
McGill University,Computer Science Masters,Accepted,F11,International,,,,,
Texas A&M University (TAMU),Computer Science and Engineering Masters,Accepted,F11,International,,,,,
T A&M U,Computer Science Masters,Accepted,F11,International,3.50,760.0,,560.0,3.0
Texas A & M University (TAMU),Computer Science Masters,Accepted,F11,International,,,,,
University Of Waterloo,Computer Science Masters,Accepted,F11,International,3.52,790.0,,420.0,3.5
"University of California, Irvine",Computer Science (Networked Systems) Masters,Accepted,F11,International,3.10,800.0,,520.0,3.5
University Of Michigan - Ann Arbor (Umich),Computer Science & Engineering (CSE) Masters,Accepted,F11,International,3.90,800.0,,640.0,5.0
New York University (NYU),Computer Science Masters,Accepted,F11,International,3.10,800.0,,580.0,3.5
University of Michigan,Computer Science And Engineering (CSE) Masters,Accepted,F11,International,,,,,
University of Michigan,Computer Science Masters,Accepted,F11,American,,,,,
University of Michigan,Computer Science & Engineering (CSE) Masters,Accepted,F11,American,,,,,
SUNY - Stony Brook University,Computer Science Masters,Accepted,F11,International,,,,,
University Of Utah,Computer Science Masters,Accepted,F11,International,,,,,
Northeastern University (NEU),Computer Science Masters,Accepted,F11,International,,,,,
New York University (NYU),Computer Science Masters,Accepted,F11,International,,780.0,,300.0,4.0
Northeastern University (NEU),Computer Science (CS) Masters,Accepted,F11,International,3.20,800.0,,510.0,3.0
Texas A&M University (TAMU) - College Station,Computer Science Masters,Accepted,F11,American,3.77,680.0,,530.0,4.0
Columbia FFSEAS,Computer Science Masters,Accepted,F11,International,,,,,
Texas A&M University,Computer Science Masters,Accepted,F11,American,3.71,780.0,,620.0,5.0
Purdue University,Computer Science Masters,Accepted,F11,International,,800.0,,490.0,4.0
Southern Methodist University,Computer Science Masters,Accepted,F11,International,,,,,
University of California,Computer Science & Engineering (CSE) Masters,Accepted,F11,International,,,,,
Gatech,Computer Science Masters,Accepted,F11,International,3.50,520.0,,800.0,3.5
Columbia FFSEAS,Computer Science Masters,Accepted,F11,International,3.30,490.0,,790.0,3.0
University Of Waterloo,Computer Science Masters,Accepted,F11,,,,,,
Columbia University,Computer Science Masters,Accepted,F11,International,,,,,
Boston University,Computer Science Masters,Accepted,F11,International,,,,,
Columbia University,Computer Science Masters,Accepted,F11,International,,,,,
Stony Brook University ( SUNY-SB),Computer Science Masters,Accepted,F11,International,3.80,800.0,,500.0,3.0
Columbia FFSEAS,Computer Science Masters,Accepted,F11,International,,,,,
"University Of Californa, Los Angeles (UCLA)","Computer Science (CS), MS Masters",Accepted,F11,International,3.50,800.0,,650.0,
Columbia FFSEAS,Computer Science Masters,Accepted,F11,International,,,,,
Columbia FFSEAS,Computer Science Masters,Accepted,F11,International,3.75,800.0,,650.0,3.5
Columbia University,Computer Science Masters,Accepted,F11,International,,,,,
Columbia FFSEAS,Computer Science Masters,Accepted,F11,International,,,,,
Columbia University,Computer Science Masters,Accepted,F11,International,,,,,
"University Of Californa, Los Angeles (UCLA)",Computer Science Masters,Accepted,F11,International,3.91,700.0,,400.0,4.5
Northeastern University,Computer Science Masters,Accepted,F11,International,,800.0,,570.0,3.0
University Of California - Los Angeles (UCLA),Computer Science Masters,Accepted,F11,International,3.98,740.0,,,
University Of California - Los Angeles (UCLA),Computer Science Masters,Accepted,F11,International,3.50,790.0,,720.0,4.5
"University Of California, Los Angeles (UCLA)",Computer Science Masters,Accepted,F11,International,,,,,
"University Of California, Los Angeles (UCLA)",Computer Science Masters,Accepted,F11,International,,,,,
Georgia Institute of Technology,Computer Science / Electrical Engineering Masters,Accepted,F11,International,,,,,
The State University Of New York At Buffalo,Computer Science Masters,Accepted,F11,,,,,,
McGill University,Computer Science Masters,Accepted,F11,International,,,,,
Illinois Institute Of Technology (IIT),Computer Science Masters,Accepted,F11,International,,,,,
McGill University,Computer Science Masters,Accepted,F11,International,,,,,
University of California (UCLA),Computer Science Masters,Accepted,F11,International,,,,,
University Of Calgary,Computer Science Masters,Accepted,F11,International,,,,,
Boston University,Computer Science Masters,Accepted,F11,American,,,,,
Boston University,Computer Science Masters,Accepted,F11,,,,,,
University Of Alberta,Computer Science Masters,Accepted,S11,International,,,,,
"Florida State University (FSU), Tallahassee.",Computer Science Masters,Accepted,F11,International,,,,,
McGill University,Computer Science Masters,Accepted,F11,International,3.52,800.0,,330.0,3.5
SUNY Buffalo,Computer Science and Engineering Masters,Accepted,F11,International,3.40,760.0,,660.0,4.0
The State University Of New York At Buffalo,Computer Science Masters,Accepted,F11,International,3.22,340.0,,790.0,3.0
University Of Southern California (USC),Computer Science Masters,Accepted,F11,International,,,,,
University Of Edinburgh,Computer Science Masters,Accepted,F11,International,3.98,740.0,,310.0,3.0
University of Oregon,Computer Science Masters,Accepted,F11,International,,,,,
Gatech,Computer Science Masters,Accepted,F11,International,3.60,780.0,,660.0,4.0
Georgia Institute Of Technology,Computer Science Masters,Accepted,F11,International,3.44,800.0,,660.0,4.5
Georgia Institute Of Technology,Computer Science Masters,Accepted,F11,International,3.87,800.0,,720.0,4.5
"University Of North Carolina, Chapel Hill (UNC)",Computer Science Masters,Accepted,F11,International,3.80,790.0,,700.0,5.0
New York University (NYU),Computer Science Masters,Accepted,F11,International,,,,,
New York University (NYU),Computer Science Masters,Accepted,F11,American,,,,,
GaTech,Computer Science Masters,Accepted,F11,International,,790.0,,640.0,3.5
SUNY Stony Brook,Computer Science Masters,Accepted,F11,International,,800.0,,460.0,3.5
"The State University Of New York, Stony Brook",Computer Science Masters,Accepted,F11,International,3.60,800.0,,610.0,4.5
University of Texas at Austin,Computer Science & Engineering (CSE) Masters,Accepted,F11,International,3.60,800.0,,610.0,4.5
SUNY Stony Brook,Computer Science Masters,Accepted,F11,International,,,,,
North Carolina State University(NCSU),Computer Science Masters,Accepted,F11,,,,,,
"The State University Of New York, Stony Brook","Computer Science (CS), MS Masters",Accepted,F11,International,,,,,
"The State University Of New York, Stony Brook",Computer Science Masters,Accepted,F11,International,,,,,
McMaster University,Computer Science Masters,Accepted,F11,International,,,,,
University of Rochester,Computer Science Masters,Accepted,F11,International,,,,,
"University Of Utah, Salt Lake City",Computer Science Masters,Accepted,F11,International,,,,,
"University Of Utah, Salt Lake City",Computer Science Masters,Accepted,F11,International,,,,,
SUNY Buffalo,Computer Science and Engineering Masters,Accepted,F11,International,3.70,800.0,,500.0,3.5
Columbia FFSEAS,Computer Science Masters,Accepted,F11,International,,,,,
Columbia FFSEAS,Computer Science Masters,Accepted,F11,American,,,,,
University of California (UCLA),Computer Science Masters,Accepted,F11,American,,,,,
University of California (UCLA),Computer Science (CS) Masters,Accepted,F11,American,,,,,
"Florida State University (FSU), Tallahassee.",Computer Science Masters,Accepted,F11,International,,,,,
North Carolina State University,Computer Science Masters,Accepted,F11,International,3.70,310.0,,790.0,3.5
Northeastern University (NEU),Computer Science Masters,Accepted,F11,International,3.41,740.0,,530.0,3.0
Stanford University,Computer Science Masters,Accepted,F11,American,,,,,
ORQ,Computer Science Masters,Accepted,F11,International,,,,,
Stanford University,Computer Science Masters,Accepted,F11,International,3.61,800.0,,730.0,4.0
Stanford University,Computer Science Masters,Accepted,F11,International,,,,,
Stanford University,Computer Scienced Computer Science Masters,Accepted,F11,International,3.87,800.0,,590.0,3.5
Stanford University,Computer Science Masters,Accepted,F11,American,3.80,800.0,,690.0,5.5
Stanford University,Computer Science Masters Masters,Accepted,F11,International,,,,,
Stanford University,Computer Science Masters,Accepted,F11,American,3.99,790.0,,670.0,5.5
Stanford University,Computer Science Masters,Accepted,F11,American,,,,,
Stanford University,Computer Science Masters,Accepted,F11,International,3.90,800.0,,740.0,4.5
Stanford University,Computer Science Masters,Accepted,F11,American,,,,,
University of Colorado Boulder,Computer Science Masters,Accepted,F11,International,,,,,
Purdue University,Computer Science Masters,Accepted,F11,International,,,,,
Columbia FFSEAS,Computer Science Masters,Accepted,F11,American,,,,,
"University of California, Irvine",Computer Science Masters,Accepted,F11,International,3.34,800.0,,590.0,3.5
"University Of California, San Diego (UCSD)",Computer Science Masters,Accepted,F11,International,,,,,
Harvard SEAS,Computer Science Masters,Accepted,F11,American,,,,,
Columbia FFSEAS,Computer Science Masters,Accepted,F11,International,,800.0,,640.0,
Columbia FFSEAS,Computer Science Masters,Accepted,F11,International,3.84,800.0,,490.0,3.5
Columbia FFSEAS,Computer Science Masters,Accepted,F11,American,,,,,
University of California,Computer Science Masters,Accepted,F11,International,,,,,
North Carolina State University (NCSU),Computer Science Masters,Accepted,F11,International,3.00,790.0,,600.0,4.0
University Of Maryland College Park (UMD),Computer Science Masters,Accepted,F11,International,,,,,
"University Of California, San Diego (UCSD)",Computer Science Masters,Accepted,F11,International,3.65,800.0,,650.0,4.0
"University Of California, San Diego (UCSD)",Computer Science And Engineering (CSE) Masters,Accepted,F11,International,,,,,
"University of California, Irvine",Computer Science Masters,Accepted,F11,American,,,,,
University Of Alberta,Computer Science Masters,Accepted,F11,International,3.96,800.0,,410.0,3.0
University of Texas at Austin,Computer Science Masters,Accepted,F11,American,,800.0,,630.0,5.0
University Of Alberta,Computer Science Masters,Accepted,F11,International,,,,,
"University Of Maryland, Baltimore County (UMBC)",Computer Science Masters,Accepted,F11,International,,,,,
University Of Alberta,Computer Science Masters,Accepted,F11,International,,,,,
University Of Alberta,Computer Science Masters,Accepted,F11,International,3.52,790.0,,420.0,3.5
Georgia Institute of Technology,Computer Science Masters,Accepted,F11,American,3.90,800.0,,650.0,4.0
University of Texas at Austin,Computer Science Masters,Accepted,F11,International,3.82,800.0,,570.0,3.5
Purdue University -- West Lafayette,Computer Science (CS) Masters,Accepted,F11,International,,,,,
University Of Southern California (USC),Computer Science (game Development) Masters,Accepted,F11,American,3.30,800.0,,700.0,4.0
Purdue University,Computer Science Masters,Accepted,F11,International,,,,,
University Of California At San Diego,Computer Science Masters,Accepted,F11,International,,,,,
University Of Alberta,Computer Science Masters,Accepted,F11,International,,,,,
University Of British Columbia (UBC),Computer Science Masters,Accepted,F11,International,,,,,
University of Colorado Boulder,Computer Science Masters,Accepted,F11,International,3.30,500.0,,740.0,3.0
University of Texas at Austin,Computer Science (CS) Masters,Accepted,F11,International,,,,,
"University Of California, San Diego (UCSD)",Computer Science Masters,Accepted,F11,International,,,,,
Dartmouth College,Computer Science Masters,Accepted,F11,International,3.80,800.0,,550.0,
University of Texas at Austin,Computer Science Masters,Accepted,F11,International,3.99,800.0,,670.0,4.0
"University Of California, San Diego (UCSD)",Computer Science Masters,Accepted,F11,American,,800.0,,610.0,4.5
"University of California, Irvine",Computer Science Masters,Accepted,F11,International,3.59,790.0,,310.0,3.0
"University Of Wisconsin, Madison",Computer Science Masters,Accepted,F11,International,3.70,790.0,,310.0,3.5
University of Texas at Austin,Computer Science Masters,Accepted,F11,American,3.71,770.0,,520.0,4.5
"University Of Wisconsin, Madison",Computer Science Masters,Accepted,F11,International,3.82,800.0,,690.0,3.0
"University Of Wisconsin, Madison",Computer Science Masters,Accepted,F11,International,,,,,
Harvard University,Computer Science Masters,Accepted,F11,International,,800.0,,620.0,3.5
Northeastern University,Computer Science Masters,Accepted,F11,International,,,,,
Dartmouth College,Computer Science Masters,Accepted,F11,International,,,,,
Dartmouth College,Computer Science Masters,Accepted,F11,International,,,,,
Dartmouth College,Computer Science Masters,Accepted,F11,International,,,,,
Brown University,Computer Science Masters,Accepted,F11,International,3.80,800.0,,550.0,
Brandeis University,Computer Science & IT Entrepreneurship Masters,Accepted,F11,International,3.00,780.0,,520.0,3.0
Brandeis University,Computer Science Masters,Accepted,F11,International,3.70,800.0,,500.0,3.5
Harvard SEAS,Computer Science Masters,Accepted,F11,,,,,,
College Of William & Mary,Computer Science Masters,Accepted,F11,American,3.68,680.0,,560.0,4.5
Dalhousie University,Computer Science Masters,Accepted,F11,International,,,,,
U C Berkeley,Computer Science Masters,Accepted,F11,International,,,,,
"University Of Oregon, Eugene",Computer Science Masters,Accepted,F11,International,3.98,,,,
University Of Carolina At Chapel Hill,Computer Science Masters,Accepted,F11,International,,,,,
University of California (UCSB),Computer Science Masters,Accepted,F11,International,,750.0,,500.0,
University Of Toronto,Computer Science Masters,Accepted,F11,International,,,,,
University of California (UCSB),Computer Science Masters,Accepted,F11,International,,,,,
Brown University,Computer Science Masters,Accepted,F11,American,3.71,770.0,,520.0,4.5
University of California (UCSB),Computer Science Masters,Accepted,F11,International,3.59,790.0,,310.0,3.0
University of California (UCSB),Computer Science Masters,Accepted,F11,International,,,,,
University Of California At Santa Barbara,Computer Science Masters,Accepted,F11,International,,,,,
University of California (UCSB),Computer Science Masters,Accepted,F11,International,,,,,
IOWA STATE UNIVERSITY(ISU),Computer Science Masters,Accepted,,International,,,,,
IOWA STATE UNIVERSITY(ISU),Computer Science Masters,Accepted,F11,International,,,,,
University of California (UCSB),Computer Science Masters,Accepted,F11,,,,,,
"University of California, Irvine","Computer Science (CS), MS Masters",Accepted,F11,American,,,,,
Alberta,Computer Science Masters,Accepted,F11,International,,,,,
North Carolina Sate University,Computer Science Masters,Accepted,F11,International,,,,,
Dalhousie University,Computer Science Masters,Accepted,F11,International,,,,,
"Texas Tech University (TTU), Lubbock, Texas",Computer Science (CS) Masters,Accepted,F11,International,3.20,760.0,,530.0,3.5
Carnegie Mellon University,Computer Science - Infomation Security Technology And Management Masters,Accepted,F11,American,,,,,
University Of Maryland (College Park),Computer Science Masters,Accepted,F11,American,3.80,770.0,,760.0,5.0
Colorado State University,Computer Science Masters,Accepted,F11,American,,,,,
Florida State University (FSU),Computer Science Masters,Accepted,F11,International,,,,,
University Of Alberta,Computer Science Masters,Accepted,F11,International,,,,,
University Of Southern California (USC),Computer Science Masters,Accepted,F11,International,3.57,800.0,,400.0,3.0
North Carolina A&T State University,Computer Science Masters,Accepted,F11,International,,800.0,,510.0,3.5
Yale Graduate School Of Engineering & Applied Science,Computer Science Masters,Accepted,F11,International,,800.0,,730.0,4.0
Ecole Polytechnique Federale De Lausanne (EPFL),Computer Science Masters,Accepted,F11,International,3.80,,,,
Wake Forest University,Computer Science Masters,Accepted,F11,American,,,,,
Ecole Polytechnique Federale De Lausanne (EPFL),Computer Science Masters,Accepted,F11,International,,530.0,,530.0,3.5
Ecole Polytechnique Federale De Lausanne (EPFL),Computer Science Masters,Accepted,F11,International,,,,,
Ecole Polytechnique Federale De Lausanne (EPFL),Computer Science Masters,Accepted,F11,International,3.50,800.0,,530.0,3.5
Ecole Polytechnique Federale De Lausanne (EPFL),Computer Science Masters,Accepted,F11,International,,,,,
Ecole Polytechnique Federale De Lausanne (EPFL),Computer Science Masters,Accepted,F11,International,3.40,800.0,,720.0,5.0
University Of Pennsylvania (UPenn),Computer Science Masters,Accepted,F11,International,,,,,
Illinois Institute Of Technology (IIT),Computer Science Masters,Accepted,F11,International,3.98,,,,
Illinois Institute Of Technology (IIT),Computer Science Masters,Accepted,F11,International,3.10,800.0,,640.0,3.0
University of Chicago,Computer Science Masters,Accepted,F11,American,3.54,800.0,,590.0,4.5
Naval Postgraduate School,Computer Science Masters,Accepted,F11,,3.54,800.0,,590.0,4.5
Brown University,Computer Science (CS) Masters,Accepted,F11,International,,780.0,,620.0,4.0
University Of Alberta,Computer Science Masters,Accepted,F11,International,,,,,
University Of British Columbia (UBC),Computer Science (CS) Masters,Accepted,F11,International,,,,,
University Of Central Florida (UCF),Computer Science Masters,Accepted,F11,International,,,,,
University of Massachusetts,Computer Science Masters,Accepted,F11,International,3.98,740.0,,310.0,3.0
University Of Illinois (UIC),Computer Science Masters,Accepted,F11,International,,,,,
Tufts University,Computer Science Masters,Accepted,F11,,,,,,
Purdue University,"Computer Science (CS), MS Masters",Accepted,F11,International,,800.0,,480.0,3.5
Carnegie Mellon University,Computer Science MSIT-VLIS Masters,Accepted,F11,International,,,,,
Yale University,Computer Science Masters,Accepted,F11,American,3.90,800.0,,620.0,6.0
U Penn,Computer Science (AI / Artificial Life) Masters,Accepted,F11,International,3.81,800.0,,500.0,4.0
Brown University,Computer Science Masters,Accepted,F11,American,3.54,800.0,,590.0,4.5
Brown University,Computer Science Masters,Accepted,F11,American,,,,,
Carnegie Mellon University,Computer Science Masters,Accepted,F11,International,,,,,
Carnegie Mellon University,Computer Science (CS) Robotics Masters,Accepted,F11,International,,,,,
Carnegie Mellon University,Computer Science Robotics Institute Masters,Accepted,F11,International,,,,,
Carnegie Mellon University,Computer Science (CS) Robotics Masters,Accepted,F11,American,,,,,
"University of California, Irvine",Computer Science Masters,Accepted,F11,International,,800.0,,610.0,
College Of William And Mary,Computer Science Masters,Accepted,F11,,,,,,
University of California (UCSC),Computer Science Masters,Accepted,F11,International,,800.0,,640.0,3.0
University of Texas,Computer Science Masters,Accepted,F11,International,,,,,
University of California (UCSC),Computer Science Masters,Accepted,F11,International,3.93,780.0,,590.0,4.5
Yale University,Computer Science Masters,Accepted,F11,International,4.00,800.0,,680.0,3.0
Brown University,Computer Science Masters,Accepted,F11,International,,,,,
Yale University,Computer Science Masters,Accepted,F11,International,,,,,
University of California (UCSC),Computer Science Masters,Accepted,F11,International,,,,,
University of Texas,Computer Science and Engineering Masters,Accepted,F11,International,,,,,
University of California (UCSB),Computer Science Masters,Accepted,F11,International,,,,,
Northeastern University,Computer Science Masters,Accepted,F11,American,,,,,
University Of Alberta,Computer Science Masters,Accepted,F11,International,,800.0,,730.0,5.0
"University of California, Irvine",Computer Science Masters,Accepted,F11,International,,,,,
University Of Alberta,Computer Science Masters,Accepted,F11,International,3.50,800.0,,580.0,3.5
"University of California, Irvine",Computer Science Masters,Accepted,F11,International,3.20,750.0,,570.0,3.5
"University Of California, San Diego (UCSD)",Computer Science And Engineering (CSE) Masters,Accepted,F11,American,3.80,770.0,,760.0,5.0
Princeton University,Computer Science Masters,Accepted,F11,American,,,,,
University Of Toronto,Computer Science Masters,Accepted,F11,International,,,,,
Princeton University,Computer Science Masters,Accepted,F11,International,3.40,800.0,,760.0,4.5
"University of California, Irvine",Computer Science Masters,Accepted,F11,International,3.20,800.0,,460.0,3.5
"University of California, Irvine",Computer Science Masters,Accepted,F11,International,3.10,800.0,,460.0,3.5
Brown University,Computer Science Masters,Accepted,F11,,,,,,
Brown University,Computer Science Masters,Accepted,F11,American,,,,,
Northeastern University,Computer Science Masters,Accepted,F11,International,3.10,800.0,,640.0,3.0
University Of Toronto,Computer Science Masters,Accepted,F11,International,,,,,
University of Illinois,Computer Science Masters,Accepted,F11,International,3.80,770.0,,500.0,4.0
"University Of California, San Diego (UCSD)",Computer Science Masters,Accepted,F11,International,3.91,700.0,,400.0,4.5
University Of British Columbia (UBC),Computer Science (CS) Masters,Accepted,F11,American,,,,,
Georgetown University,Computer Science Masters,Accepted,F11,American,,,,,
Brown University,Computer Science Masters,Accepted,F11,International,,,,,
"University of California, Irvine",Computer Science Masters,Accepted,F11,International,3.86,800.0,,570.0,4.0
Carnegie Mellon University,Computer Science Masters,Accepted,F11,International,,,,,
University Of Pennsylvania - Computer & Information Science,Computer Science (Computer Graphics/Game Technology) Masters,Accepted,F11,International,,790.0,,700.0,5.0
"University of California, Irvine",Computer Science Masters,Accepted,F11,International,,,,,
"University Of Illinois, Urbana Champaign (UIUC)",Computer Science Masters,Accepted,F11,International,3.75,800.0,,720.0,4.0
"University Of California, San Diego (UCSD)",Computer Science Masters,Accepted,F11,American,,,,,
University of Pennsylvania,Computer Science (Robotics) Masters,Accepted,F11,International,3.68,,,,
"University Of Illinois, Urbana Champaign (UIUC)",Computer Science Masters,Accepted,F11,,,,,,
University Of South Carolina,Computer Science Masters,Accepted,F11,American,3.00,800.0,,800.0,5.0
University of Illinois Chicago (UIC),Computer Science Masters,Accepted,F11,International,,800.0,,500.0,3.0
Carnegie Mellon University,Computer Science (Language Technologies Institute) Masters,Accepted,F11,International,,,,,
Carnegie Mellon University,Computer Science (LTI) Masters,Accepted,F11,International,,,,,
Carnegie Mellon University,Computer Science (LTI) Masters,Accepted,F11,International,3.73,770.0,,500.0,3.5
Carnegie Mellon University,Computer Science (LTI) Masters,Accepted,F11,International,,,,,
University Of Massachusetts Amherst (UMASS),Computer Science Masters,Accepted,F11,American,,,,,
Syracuse University,Computer Science Masters,Accepted,F11,International,3.19,350.0,,790.0,3.0
Rensselaer Polytechnic Institute (RPI),Computer Science Masters,Accepted,F11,American,,,,,
"University Of California, San Diego (UCSD)",Computer Science Masters,Accepted,F11,International,,,,,
University Of Pennsylvania (UPenn),Computer Science Masters,Accepted,F11,American,,,,,
"University Of California, San Diego (UCSD)",Computer Science Masters,Accepted,F11,American,,,,,
University Of British Columbia (UBC),Computer Science Masters,Accepted,F11,International,,,,,
"University Of California, San Diego (UCSD)",Computer Science Masters,Accepted,F11,American,,,,,
University Of Central Florida (UCF),Computer Science Masters,Accepted,F11,International,,,,,
Northeastern University (NEU)eastern University (NEU),Computer Science Masters,Accepted,F11,International,,,,,
Syracuse University,Computer Science Masters,Accepted,F11,International,,,,,
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science (CS), MS Masters",Accepted,F11,American,,,,,
University of Pennsylvania,"Computer Science (CS), MS Masters",Accepted,F11,International,,,,,
Northeaster University,Computer Science Masters,Accepted,F11,American,,,,,
University Of Pennsylvania (UPenn),Computer Science Masters,Accepted,F11,American,,,,,
Technical University Of Kaiserslautern,Computer Science Masters,Accepted,S11,International,,,,,
Northwestern University,Computer Science Masters,Accepted,S11,International,,,,,
New York University (NYU),Computer Science Masters,Accepted,S11,International,,,,,
Carleton University,Computer Science (CS) Masters,Accepted,F10,International,,,,,
University Of Southern California (USC),Computer Science Masters,Accepted,F10,International,,,,,
Rutgers University,Computer Science Masters,Accepted,F10,International,,800.0,,520.0,3.5
Simon Fraser University,Computer Science Masters,Accepted,F10,International,,,,,
"University Of California, San Diego (UCSD)",Computer Science Masters,Accepted,F10,International,,,,,
"University of California, Irvine",Computer Science Masters,Accepted,F10,International,3.55,800.0,,580.0,3.5
Georgia Institute of Technology,Computer Science Masters,Accepted,F10,International,,,,,
California State University,Computer Science Masters,Accepted,F10,American,,,,,
San Diego State University,Computer Science Masters,Accepted,F10,American,,,,,
McGill University,Computer Science Masters,Accepted,F10,International,,790.0,,590.0,3.0
University of Houston,Computer Science Masters,Accepted,F10,International,3.42,800.0,,580.0,3.5
Bangladesh University of Engineering and Technology (BUET),Computer Science Masters,Accepted,F10,International,3.42,800.0,,580.0,3.5
NYU Polytechnic,Computer Science Masters,Accepted,F10,American,3.60,,,,
