university,program,decision,term,citizenship,gpa_raw,gre_total,institution_clean
Georgetown University,Computer Science Masters,Accepted,F12,American,4.0,161.0,georgetown university
Penn (University Of Pennsylvania),Computer Science Masters,Accepted,F12,International,3.8,800.0,penn university of pennsylvania
Brandeis University,Computer Science Masters,Accepted,F12,International,3.83,780.0,brandeis university
Kent State University,Computer Science Masters,Accepted,F12,International,3.83,780.0,kent state university
University of Vermont,Computer Science (AI / Artificial Life) Masters,Accepted,F12,American,3.95,168.0,university of vermont
George Mason University,Computer Science Masters,Accepted,F12,American,3.82,166.0,george mason university
University Of Manitoba,Computer Science Masters,Accepted,F12,International,3.8,156.0,university of manitoba
Columbia University,Computer Science Masters,Accepted,F12,American,3.52,157.0,columbia university
Syracuse University,Computer Science Masters,Accepted,F12,International,3.42,760.0,syracuse university
The University Of North Carolina At Chapel Hill (UNC),Computer Science Masters,Accepted,F12,International,3.8,170.0,the university of north carolina at chapel hill unc
Carnegie Mellon University,"Computer Science, Robotics Institute Masters",Accepted,F12,International,3.84,780.0,carnegie mellon university
University Of California - Davis (UCDavis),Computer Science Masters,Accepted,F12,International,4.0,800.0,university of california davis ucdavis
Universiry Of Alberta,Computer Science Masters,Accepted,F12,International,3.94,800.0,universiry of alberta
The University Of Alberta,Computer Science Masters,Accepted,F12,International,3.5,800.0,the university of alberta
University Of Illinois - Urbana-Champaign (UIUC),Computer Science Masters,Accepted,F12,American,3.3,165.0,university of illinois urbanachampaign uiuc
University Of Alberta,Computer Science Masters,Accepted,F12,International,3.07,162.0,university of alberta
University Of Texas At Dallas(UTD),Computer Science Masters,Accepted,F12,International,3.5,150.0,university of texas at dallasutd
University of Pennsylvania,Computer Science Masters,Accepted,F12,International,3.6,800.0,university of pennsylvania
Universiry Of Alberta,Computer Science Masters,Accepted,F12,International,3.65,167.0,universiry of alberta
University of California,Computer Science & Engineering (CSE) Masters,Accepted,F12,International,3.6,800.0,university of california
Ecole Polytechnique Federale De Lausanne (EPFL),Computer Science Masters,Accepted,F12,International,4.0,170.0,ecole polytechnique federale de lausanne epfl
Brown University,Computer Science Masters,Accepted,F12,American,3.25,169.0,brown university
Brown University,Computer Science Masters,Accepted,F12,International,3.75,720.0,brown university
ีUniversity Of Maryland - College Park,Computer Science Masters,Accepted,F12,American,3.91,161.0,university of maryland college park
University of Maryland,Computer Science Masters,Accepted,F12,American,3.73,164.0,university of maryland
Carnegie Mellon University,Computer Science Robotics Institute Masters,Accepted,F12,International,3.9,169.0,carnegie mellon university
Carnegie Mellon,"Computer Science, The Robotics Institute Masters",Accepted,F12,American,3.88,80.0,carnegie mellon
"Texas Tech University (TTU), Lubbock, Texas",Computer Science Masters,Accepted,F12,International,3.3,800.0,texas tech university ttu lubbock texas
Princeton University,Computer Science Masters,Accepted,F12,International,3.8,800.0,princeton university
Purdue University,Computer Science Masters,Accepted,F12,American,3.3,800.0,purdue university
Carnegie Mellon University,Computer Science (Robotics) Masters,Accepted,F12,International,3.6,800.0,carnegie mellon university
Brown University,Computer Science Masters,Accepted,F12,International,3.25,800.0,brown university
Princeton University,Computer Science Masters,Accepted,F12,American,3.78,780.0,princeton university
Princeton University,Computer Science Masters,Accepted,F12,American,3.6,700.0,princeton university
University Of Massachusettes Amherst,Computer Science Masters,Accepted,F12,International,3.85,760.0,university of massachusettes amherst
University of Central Florida,Computer Science Masters,Accepted,F12,International,3.4,790.0,university of central florida
"University Of Massachusetts, Amherst (UMass)",Computer Science Masters,Accepted,F12,American,3.73,164.0,university of massachusetts amherst umass
"University Of Massachusetts, Amherst (UMass)",Computer Science Masters,Accepted,F12,International,3.8,800.0,university of massachusetts amherst umass
Yale University,Computer Science Masters,Accepted,F12,International,3.46,800.0,yale university
Carnegie Mellon University,Computer Science Masters,Accepted,F12,American,3.9,800.0,carnegie mellon university
Carnegie Mellon University,Computer Science Masters,Accepted,F12,International,3.56,800.0,carnegie mellon university
Wright State University,Computer Science Masters,Accepted,F12,International,3.3,700.0,wright state university
"University Of Utah, Salt Lake City",Computer Science Masters,Accepted,F12,International,3.84,510.0,university of utah salt lake city
New Mexico State University,Computer Science Masters,Accepted,F12,International,3.0,160.0,new mexico state university
Rensselaer Polytechnic Institute (RPI),Computer Science Masters,Accepted,F12,International,3.8,800.0,rensselaer polytechnic institute rpi
Purdue University,Computer Science Masters,Accepted,F12,International,3.8,770.0,purdue university
Carnegie Mellon University,Computer Science Masters,Accepted,F12,American,3.78,780.0,carnegie mellon university
Carnegie Mellon University,Computer Science - VLIS Masters,Accepted,F12,International,3.66,710.0,carnegie mellon university
University Of Illinois At Urbana - Champaigne (UIUC,Computer Science Masters,Accepted,F12,International,3.8,770.0,university of illinois at urbana champaigne uiuc
University of Illinois Urbana-Champaign,Computer Science Masters,Accepted,F12,International,3.7,800.0,university of illinois urbanachampaign
University Of British Columbia,Computer Science Masters,Accepted,F12,International,3.72,700.0,university of british columbia
University Of Pennsylvania (UPenn),Computer Science Masters,Accepted,F12,International,3.66,710.0,university of pennsylvania upenn
ีืUniversity Of Central Florida,Computer Science Masters,Accepted,F12,International,3.2,160.0,university of central florida
IUP,Computer Science / Electrical Engineering Masters,Accepted,F12,International,3.36,780.0,iup
Carnegie Mellon University,Computer Science Masters,Accepted,F12,American,3.6,650.0,carnegie mellon university
Carnegie Mellon University,Computer Science Masters,Accepted,F12,American,3.95,790.0,carnegie mellon university
University Of Illinois At Urbana - Champaigne (UIUC),Computer Science Masters,Accepted,F12,American,3.95,800.0,university of illinois at urbana champaigne uiuc
ETH Zurich,"Computer Science (CS), MS Masters",Accepted,F12,International,4.0,166.0,eth zurich
University Of Toronto,Computer Science Masters,Accepted,F12,International,4.0,800.0,university of toronto
University Of Utah,Computer Science - Graphics And Visualization Masters,Accepted,F12,International,3.8,800.0,university of utah
ETH Zurich,Computer Science Masters,Accepted,F12,International,3.6,760.0,eth zurich
Illinois At Urbana Champaign,Computer Science Masters,Accepted,F12,International,3.76,163.0,illinois at urbana champaign
ETH Zurich,Computer Science Masters,Accepted,F12,International,3.5,400.0,eth zurich
York University,Computer Science Masters,Accepted,F12,International,3.7,163.0,york university
University Of Massachusetts Amherst (UMASS),Computer Science Masters,Accepted,F12,American,3.8,163.0,university of massachusetts amherst umass
University of Chicago,"Computer Science (CS), MS Masters",Accepted,F12,American,3.64,160.0,university of chicago
"University Of California, Davis (UCD)",Computer Science Masters,Accepted,F12,American,3.5,750.0,university of california davis ucd
University Of Waterloo (Canada),Computer Science Masters,Accepted,F12,American,3.8,760.0,university of waterloo canada
Columbia FFSEAS,Computer Science & Communication Masters,Accepted,S12,International,3.7,800.0,columbia ffseas
University of Southern California,Computer Science Masters,Accepted,S12,International,3.7,800.0,university of southern california
Clemson University,Computer Science Masters,Accepted,S12,International,3.3,800.0,clemson university
University Of North Carolina (UNC) Charlotte,Computer Science Masters,Accepted,S12,American,2.98,570.0,university of north carolina unc charlotte
Columbia FFSEAS,Computer Science Masters,Accepted,S12,American,3.52,770.0,columbia ffseas
University Of Southern California (USC),Computer Science Masters,Accepted,F11,International,3.97,740.0,university of southern california usc
University Of Southern California (USC),Computer Science Masters,Accepted,F11,International,3.4,770.0,university of southern california usc
University Of Calgary,Computer Science Masters,Accepted,F11,International,3.55,750.0,university of calgary
Washington University in St. Louis (WashU/WUSTL),Computer Science Masters,Accepted,F11,International,3.12,800.0,washington university in st louis washuwustl
The Ohio State University (OSU),Computer Science & Engineering (CSE) Masters,Accepted,F11,International,3.5,800.0,the ohio state university osu
Michigan State University (MSU),Computer Science Masters,Accepted,F11,International,3.97,400.0,michigan state university msu
Northeastern University (NEU),Computer Science Masters,Accepted,F11,International,3.26,800.0,northeastern university neu
McGill University,Computer Science Masters,Accepted,F11,International,3.8,800.0,mcgill university
New York University (NYU),Computer Science Masters,Accepted,F11,International,3.7,780.0,new york university nyu
New York Univerity,Computer Science Masters,Accepted,F11,International,3.12,550.0,new york univerity
Northeastern University,Computer Science Masters,Accepted,F11,International,3.12,740.0,northeastern university
University Of Illinois At Chicago,Computer Science Masters,Accepted,F11,International,3.97,800.0,university of illinois at chicago
University of Copenhagen,Computer Science Masters,Accepted,F11,International,3.2,740.0,university of copenhagen
Polytechnic Institute-NYU,Computer Science Masters,Accepted,F11,International,3.5,800.0,polytechnic institutenyu
University Of Alberta,Computer Science Masters,Accepted,F11,International,3.5,760.0,university of alberta
New York University (NYU),Computer Science Masters,Accepted,F11,International,3.1,800.0,new york university nyu
University of Florida,Computer Science Masters,Accepted,F11,International,3.1,640.0,university of florida
Purdue University (west Lafayette),Computer Science Masters,Accepted,F11,International,3.75,750.0,purdue university west lafayette
NYU Polytechnic,Computer Science Masters,Accepted,F11,American,3.7,690.0,nyu polytechnic
Johns Hopkins University,Computer Science Masters,Accepted,F11,International,3.0,710.0,johns hopkins university
Penn State Harrisburg,Computer Science Masters,Accepted,F11,International,3.0,710.0,penn state harrisburg
Johns Hopkins University,"Computer Science, Information Security Institute Masters",Accepted,F11,International,3.1,800.0,johns hopkins university
Cornell University,Computer Science (CS) Masters,Accepted,F11,International,3.6,800.0,cornell university
Michigan State University (MSU),Computer Science Masters,Accepted,F11,American,3.5,590.0,michigan state university msu
Ohio State University (OSU),Computer Science and Engineering Masters,Accepted,F11,International,3.77,770.0,ohio state university osu
Cornell University,Computer Science (CS) Masters,Accepted,F11,International,3.8,800.0,cornell university
Ohio State University (OSU),Computer Science Masters,Accepted,F11,International,3.6,800.0,ohio state university osu
Illinois Institute Of Technology (IIT),Computer Science Masters,Accepted,F11,International,3.0,710.0,illinois institute of technology iit
Indiana University,Computer Science Masters,Accepted,F11,International,3.5,750.0,indiana university
Dartmouth College,Computer Science Masters,Accepted,F11,International,3.0,710.0,dartmouth college
University of Colorado Boulder,Computer Science Masters,Accepted,F11,International,3.0,710.0,university of colorado boulder
Cornell University,Computer Science Masters,Accepted,F11,American,3.7,750.0,cornell university
Stanford University,Computer Science Masters,Accepted,F11,American,3.74,800.0,stanford university
Cornell University,Computer Science Masters,Accepted,F11,American,3.83,770.0,cornell university
Cornell University,Computer Science Masters,Accepted,F11,American,3.7,780.0,cornell university
McGill University,Computer Science Masters,Accepted,F11,International,3.2,800.0,mcgill university
T A&M U,Computer Science Masters,Accepted,F11,International,3.5,760.0,t am u
University Of Waterloo,Computer Science Masters,Accepted,F11,International,3.52,790.0,university of waterloo
"University of California, Irvine",Computer Science (Networked Systems) Masters,Accepted,F11,International,3.1,800.0,university of california irvine
University Of Michigan - Ann Arbor (Umich),Computer Science & Engineering (CSE) Masters,Accepted,F11,International,3.9,800.0,university of michigan ann arbor umich
New York University (NYU),Computer Science Masters,Accepted,F11,International,3.1,800.0,new york university nyu
Northeastern University (NEU),Computer Science (CS) Masters,Accepted,F11,International,3.2,800.0,northeastern university neu
Texas A&M University (TAMU) - College Station,Computer Science Masters,Accepted,F11,American,3.77,680.0,texas am university tamu college station
Texas A&M University,Computer Science Masters,Accepted,F11,American,3.71,780.0,texas am university
Gatech,Computer Science Masters,Accepted,F11,International,3.5,520.0,gatech
Columbia FFSEAS,Computer Science Masters,Accepted,F11,International,3.3,490.0,columbia ffseas
Stony Brook University ( SUNY-SB),Computer Science Masters,Accepted,F11,International,3.8,800.0,stony brook university sunysb
"University Of Californa, Los Angeles (UCLA)","Computer Science (CS), MS Masters",Accepted,F11,International,3.5,800.0,university of californa los angeles ucla
Columbia FFSEAS,Computer Science Masters,Accepted,F11,International,3.75,800.0,columbia ffseas
"University Of Californa, Los Angeles (UCLA)",Computer Science Masters,Accepted,F11,International,3.91,700.0,university of californa los angeles ucla
University Of California - Los Angeles (UCLA),Computer Science Masters,Accepted,F11,International,3.98,740.0,university of california los angeles ucla
University Of California - Los Angeles (UCLA),Computer Science Masters,Accepted,F11,International,3.5,790.0,university of california los angeles ucla
McGill University,Computer Science Masters,Accepted,F11,International,3.52,800.0,mcgill university
SUNY Buffalo,Computer Science and Engineering Masters,Accepted,F11,International,3.4,760.0,suny buffalo
The State University Of New York At Buffalo,Computer Science Masters,Accepted,F11,International,3.22,340.0,the state university of new york at buffalo
University Of Edinburgh,Computer Science Masters,Accepted,F11,International,3.98,740.0,university of edinburgh
Gatech,Computer Science Masters,Accepted,F11,International,3.6,780.0,gatech
Georgia Institute Of Technology,Computer Science Masters,Accepted,F11,International,3.44,800.0,georgia institute of technology
Georgia Institute Of Technology,Computer Science Masters,Accepted,F11,International,3.87,800.0,georgia institute of technology
"University Of North Carolina, Chapel Hill (UNC)",Computer Science Masters,Accepted,F11,International,3.8,790.0,university of north carolina chapel hill unc
"The State University Of New York, Stony Brook",Computer Science Masters,Accepted,F11,International,3.6,800.0,the state university of new york stony brook
University of Texas at Austin,Computer Science & Engineering (CSE) Masters,Accepted,F11,International,3.6,800.0,university of texas at austin
SUNY Buffalo,Computer Science and Engineering Masters,Accepted,F11,International,3.7,800.0,suny buffalo
North Carolina State University,Computer Science Masters,Accepted,F11,International,3.7,310.0,north carolina state university
Northeastern University (NEU),Computer Science Masters,Accepted,F11,International,3.41,740.0,northeastern university neu
Stanford University,Computer Science Masters,Accepted,F11,International,3.61,800.0,stanford university
Stanford University,Computer Scienced Computer Science Masters,Accepted,F11,International,3.87,800.0,stanford university
Stanford University,Computer Science Masters,Accepted,F11,American,3.8,800.0,stanford university
Stanford University,Computer Science Masters,Accepted,F11,American,3.99,790.0,stanford university
Stanford University,Computer Science Masters,Accepted,F11,International,3.9,800.0,stanford university
"University of California, Irvine",Computer Science Masters,Accepted,F11,International,3.34,800.0,university of california irvine
Columbia FFSEAS,Computer Science Masters,Accepted,F11,International,3.84,800.0,columbia ffseas
North Carolina State University (NCSU),Computer Science Masters,Accepted,F11,International,3.0,790.0,north carolina state university ncsu
"University Of California, San Diego (UCSD)",Computer Science Masters,Accepted,F11,International,3.65,800.0,university of california san diego ucsd
University Of Alberta,Computer Science Masters,Accepted,F11,International,3.96,800.0,university of alberta
University Of Alberta,Computer Science Masters,Accepted,F11,International,3.52,790.0,university of alberta
Georgia Institute of Technology,Computer Science Masters,Accepted,F11,American,3.9,800.0,georgia institute of technology
University of Texas at Austin,Computer Science Masters,Accepted,F11,International,3.82,800.0,university of texas at austin
University Of Southern California (USC),Computer Science (game Development) Masters,Accepted,F11,American,3.3,800.0,university of southern california usc
University of Colorado Boulder,Computer Science Masters,Accepted,F11,International,3.3,500.0,university of colorado boulder
Dartmouth College,Computer Science Masters,Accepted,F11,International,3.8,800.0,dartmouth college
University of Texas at Austin,Computer Science Masters,Accepted,F11,International,3.99,800.0,university of texas at austin
"University of California, Irvine",Computer Science Masters,Accepted,F11,International,3.59,790.0,university of california irvine
"University Of Wisconsin, Madison",Computer Science Masters,Accepted,F11,International,3.7,790.0,university of wisconsin madison
University of Texas at Austin,Computer Science Masters,Accepted,F11,American,3.71,770.0,university of texas at austin
"University Of Wisconsin, Madison",Computer Science Masters,Accepted,F11,International,3.82,800.0,university of wisconsin madison
Brown University,Computer Science Masters,Accepted,F11,International,3.8,800.0,brown university
Brandeis University,Computer Science & IT Entrepreneurship Masters,Accepted,F11,International,3.0,780.0,brandeis university
Brandeis University,Computer Science Masters,Accepted,F11,International,3.7,800.0,brandeis university
College Of William & Mary,Computer Science Masters,Accepted,F11,American,3.68,680.0,college of william mary
Brown University,Computer Science Masters,Accepted,F11,American,3.71,770.0,brown university
University of California (UCSB),Computer Science Masters,Accepted,F11,International,3.59,790.0,university of california ucsb
"Texas Tech University (TTU), Lubbock, Texas",Computer Science (CS) Masters,Accepted,F11,International,3.2,760.0,texas tech university ttu lubbock texas
University Of Maryland (College Park),Computer Science Masters,Accepted,F11,American,3.8,770.0,university of maryland college park
University Of Southern California (USC),Computer Science Masters,Accepted,F11,International,3.57,800.0,university of southern california usc
Ecole Polytechnique Federale De Lausanne (EPFL),Computer Science Masters,Accepted,F11,International,3.5,800.0,ecole polytechnique federale de lausanne epfl
Ecole Polytechnique Federale De Lausanne (EPFL),Computer Science Masters,Accepted,F11,International,3.4,800.0,ecole polytechnique federale de lausanne epfl
Illinois Institute Of Technology (IIT),Computer Science Masters,Accepted,F11,International,3.1,800.0,illinois institute of technology iit
University of Chicago,Computer Science Masters,Accepted,F11,American,3.54,800.0,university of chicago
University of Massachusetts,Computer Science Masters,Accepted,F11,International,3.98,740.0,university of massachusetts
Yale University,Computer Science Masters,Accepted,F11,American,3.9,800.0,yale university
U Penn,Computer Science (AI / Artificial Life) Masters,Accepted,F11,International,3.81,800.0,u penn
Brown University,Computer Science Masters,Accepted,F11,American,3.54,800.0,brown university
University of California (UCSC),Computer Science Masters,Accepted,F11,International,3.93,780.0,university of california ucsc
Yale University,Computer Science Masters,Accepted,F11,International,4.0,800.0,yale university
University Of Alberta,Computer Science Masters,Accepted,F11,International,3.5,800.0,university of alberta
"University of California, Irvine",Computer Science Masters,Accepted,F11,International,3.2,750.0,university of california irvine
"University Of California, San Diego (UCSD)",Computer Science And Engineering (CSE) Masters,Accepted,F11,American,3.8,770.0,university of california san diego ucsd
Princeton University,Computer Science Masters,Accepted,F11,International,3.4,800.0,princeton university
"University of California, Irvine",Computer Science Masters,Accepted,F11,International,3.2,800.0,university of california irvine
"University of California, Irvine",Computer Science Masters,Accepted,F11,International,3.1,800.0,university of california irvine
Northeastern University,Computer Science Masters,Accepted,F11,International,3.1,800.0,northeastern university
University of Illinois,Computer Science Masters,Accepted,F11,International,3.8,770.0,university of illinois
"University Of California, San Diego (UCSD)",Computer Science Masters,Accepted,F11,International,3.91,700.0,university of california san diego ucsd
"University of California, Irvine",Computer Science Masters,Accepted,F11,International,3.86,800.0,university of california irvine
"University Of Illinois, Urbana Champaign (UIUC)",Computer Science Masters,Accepted,F11,International,3.75,800.0,university of illinois urbana champaign uiuc
University Of South Carolina,Computer Science Masters,Accepted,F11,American,3.0,800.0,university of south carolina
Carnegie Mellon University,Computer Science (LTI) Masters,Accepted,F11,International,3.73,770.0,carnegie mellon university
Syracuse University,Computer Science Masters,Accepted,F11,International,3.19,350.0,syracuse university
"University of California, Irvine",Computer Science Masters,Accepted,F10,International,3.55,800.0,university of california irvine
University of Houston,Computer Science Masters,Accepted,F10,International,3.42,800.0,university of houston
Bangladesh University of Engineering and Technology (BUET),Computer Science Masters,Accepted,F10,International,3.42,800.0,bangladesh university of engineering and technology buet
New York University (NYU),Computer Science Masters,Accepted,F10,International,3.9,520.0,new york university nyu
Georgia Institute of Technology,Computer Science Masters,Accepted,F10,International,3.85,790.0,georgia institute of technology
University Of Southern California (USC),Computer Science Masters,Accepted,F10,International,3.5,800.0,university of southern california usc
University of California (UCSB),Computer Science Masters,Accepted,F10,International,3.3,680.0,university of california ucsb
University of California (UCSB),Computer Science Masters,Accepted,F10,International,3.3,680.0,university of california ucsb
"University Of California, Los Angeles (UCLA)",Computer Science Masters,Accepted,F10,American,4.0,610.0,university of california los angeles ucla
"University Of Michigan, Ann Arbor",Computer Science and Engineering Masters,Accepted,F10,International,3.35,790.0,university of michigan ann arbor
"University Of Michigan, Ann Arbor",Computer Science And Engineering (CSE) Masters,Accepted,F10,American,3.65,800.0,university of michigan ann arbor
"University of California, Irvine",Computer Science Masters,Accepted,F10,American,3.11,760.0,university of california irvine
Carnegie Mellon University,Computer Science - Information Networking Masters,Accepted,F10,American,3.4,800.0,carnegie mellon university
New York University (NYU),Computer Science Masters,Accepted,F10,International,3.5,800.0,new york university nyu
University Of Florida (Gainesville),"Computer Science (CS), MS Masters",Accepted,F10,International,3.0,800.0,university of florida gainesville
SUNY Stony Brook,Computer Science Masters,Accepted,F10,American,3.11,760.0,suny stony brook
"University Of California, San Diego (UCSD)",Computer Science Masters,Accepted,F10,International,3.5,770.0,university of california san diego ucsd
Ohio State University (OSU),Computer Science Masters,Accepted,F10,American,3.11,760.0,ohio state university osu
"University of California, Irvine",Computer Science Masters,Accepted,F10,International,3.4,800.0,university of california irvine
Purdue University–West Lafayette,Computer Science Masters,Accepted,F10,International,3.85,790.0,purdue universitywest lafayette
University Of Minnesota (UMN),Computer Science Masters,Accepted,F10,American,3.93,790.0,university of minnesota umn
Cornell University,Computer Science Masters,Accepted,F10,International,3.7,800.0,cornell university
University of Michigan,Computer Science Masters,Accepted,F10,American,3.68,720.0,university of michigan
State University Of New York-Buffalo,Computer Science Masters,Accepted,F10,American,2.7,800.0,state university of new yorkbuffalo
University Of Georgia Athens,Computer Science (CS) Masters,Accepted,F10,International,3.9,800.0,university of georgia athens
"Indiana University, Bloomington (IUB)",Computer Science Masters,Accepted,F10,American,3.93,790.0,indiana university bloomington iub
University of Texas at Austin,Computer Science Masters,Accepted,F10,International,3.58,790.0,university of texas at austin
University of Texas at Austin,Computer Science Masters,Accepted,F10,International,3.85,790.0,university of texas at austin
University of Texas at Austin,Computer Science Masters,Accepted,F10,International,4.0,800.0,university of texas at austin
Johns Hopkins University,Computer Science Masters,Accepted,F10,American,3.93,790.0,johns hopkins university
"University Of California, Los Angeles (UCLA)",Computer Science Masters,Accepted,F10,American,3.8,800.0,university of california los angeles ucla
"University Of California, Los Angeles (UCLA)","Computer Science (CS), MS Masters",Accepted,F10,American,3.6,800.0,university of california los angeles ucla
Stanford University,Computer Science Masters,Accepted,F10,International,3.8,800.0,stanford university
Stanford University,Computer Science Masters,Accepted,F10,International,3.86,800.0,stanford university
Stanford University,Computer Science Masters,Accepted,F10,International,3.7,800.0,stanford university
Stanford University,Computer Science Masters,Accepted,F10,International,3.78,800.0,stanford university
Georgia Institute Of Technology,Computer Science Masters,Accepted,F10,American,3.86,800.0,georgia institute of technology
Carnegie Mellon University,Computer Science-Entertainment Technology Masters,Accepted,F10,American,3.85,760.0,carnegie mellon university
Cornell University,Computer Science Masters,Accepted,F10,International,3.85,790.0,cornell university
University Of Florida (Gainesville),Computer Science And Engineering (CSE) Masters,Accepted,F10,American,3.17,780.0,university of florida gainesville
Columbia University,Computer Science Masters,Accepted,F10,American,3.93,790.0,columbia university
Georgia Institute of Technology,Computer Science Masters,Accepted,F10,American,3.93,790.0,georgia institute of technology
McGill University,Computer Science Masters,Accepted,F10,International,3.56,790.0,mcgill university
UBC,Computer Science Masters,Accepted,S10,International,3.9,460.0,ubc
"University Of California, San Diego (UCSD)","Computer Science (CS), MS Masters",Accepted,F10,American,3.65,800.0,university of california san diego ucsd
University Of Florida (UFL),Computer Science Masters,Accepted,F10,American,3.93,790.0,university of florida ufl
Dartmouth College,Computer Science Masters,Accepted,F10,International,2.0,800.0,dartmouth college
"University Of California, Riverside (UCR)",Computer Science Masters,Accepted,F10,American,3.11,760.0,university of california riverside ucr
University Of Central Florida (UCF),Computer Science (Game Development) Masters,Accepted,F10,American,3.8,760.0,university of central florida ucf
University Of Central Florida (UCF),Computer Science (Game Development) Masters,Accepted,F10,American,3.8,760.0,university of central florida ucf
Brown University,Computer Science Masters,Accepted,F10,International,3.6,770.0,brown university
Northeastern University,"Computer Science (CS), MS Masters",Accepted,F10,International,3.8,720.0,northeastern university
University Of Waterloo,Computer Science Masters,Accepted,F10,International,3.7,800.0,university of waterloo
"University Of Illinois, Urbana Champaign (UIUC)",Computer Science Masters,Accepted,F10,American,3.4,800.0,university of illinois urbana champaign uiuc
Massachusetts Institute Of Technology (MIT),"Computer Science (CS), MS Masters",Accepted,F10,International,4.0,800.0,massachusetts institute of technology mit
Purdue University,Computer Science Masters,Accepted,F10,International,3.9,790.0,purdue university
University Of Pennsylvania (UPenn),Computer Science (Game Development) Masters,Accepted,F10,American,3.8,760.0,university of pennsylvania upenn
Stanford University,Computer Science Masters,Accepted,F10,International,3.9,790.0,stanford university
Purdue University,Computer Science Masters,Accepted,F10,International,3.8,800.0,purdue university
Carnegie Mellon University,Computer Science (Language Technologies Institute) Masters,Accepted,F10,International,3.55,800.0,carnegie mellon university
University Of Toronto,Computer Science Masters,Accepted,F10,International,4.0,800.0,university of toronto
University Of Alberta,Computer Science Masters,Accepted,F10,International,3.56,790.0,university of alberta
"University Of California, Berkeley (UCB)",Computer Science Masters,Accepted,F10,International,3.86,800.0,university of california berkeley ucb
Carnegie Mellon University,Computer Science Language Technologies Institute Masters,Accepted,F10,International,3.8,800.0,carnegie mellon university
Carnegie Mellon University,Computer Science (Language Technologies Institute) Masters,Accepted,F10,American,3.84,760.0,carnegie mellon university
University of Tennessee,Computer Science Masters,Accepted,S10,American,2.7,720.0,university of tennessee
Northeastern University,Computer Science Masters,Accepted,F10,American,3.93,790.0,northeastern university
University Of Southern California (USC),Computer Science Masters,Accepted,F10,American,3.93,790.0,university of southern california usc
University Of Southern California (USC),Computer Science (Game Development) Masters,Accepted,F10,American,3.7,790.0,university of southern california usc
University Of Southern California (USC),Computer Science Masters,Accepted,F10,International,3.56,770.0,university of southern california usc
New York University,Computer Science Masters,Accepted,F19,International,3.99,169.0,new york university
University of Southern California,Computer Science (Scientists And Engineers) Masters,Accepted,F18,American,3.6,169.0,university of southern california
"Northeaster University, Seattle Campus",Computer Science Masters,Accepted,F17,International,3.66,169.0,northeaster university seattle campus
Ottawa University,Computer Science Masters,Accepted,F19,International,3.6,162.0,ottawa university
Austin College,Computer Science Masters,Accepted,F15,International,3.88,168.0,austin college
Columbia College,Computer Science Masters,Accepted,F15,International,3.9,168.0,columbia college
University of Minnesota Twin Cities,Computer Science Masters,Accepted,F16,International,3.7,165.0,university of minnesota twin cities
Columbia College,Computer Science Masters,Accepted,F19,International,3.93,169.0,columbia college
University of Massachusetts Amherst,Computer Science Masters,Accepted,F19,American,3.63,168.0,university of massachusetts amherst
Northeastern University,Computer Science ALIGN Masters,Accepted,F19,American,3.03,162.0,northeastern university
University Of Minnesota,Computer Science Masters,Accepted,F19,International,3.99,169.0,university of minnesota
University of California (UCLA),Computer Science Masters,Accepted,F15,International,3.5,162.0,university of california ucla
Buffalo State University,Computer Science and Engineering Masters,Accepted,F19,International,3.5,170.0,buffalo state university
University of Virginia,Computer Science Masters,Accepted,F19,International,3.65,170.0,university of virginia
University of Chicago,Computer Science And Public Policy (MSCAPP) Masters,Accepted,F15,American,3.1,160.0,university of chicago
NC State University,Computer Science Masters,Accepted,F14,International,3.2,170.0,nc state university
University of California,Computer Science Masters,Accepted,F15,International,3.3,168.0,university of california
Carnegie Mellon University,Computer Science Masters,Accepted,F15,International,3.78,158.0,carnegie mellon university
Brown University,Computer Science Masters,Accepted,F16,American,3.64,168.0,brown university
University of Pennsylvania,Computer Science Masters,Accepted,F16,International,3.5,166.0,university of pennsylvania
New York University,Computer Science Masters,Accepted,F18,American,3.4,164.0,new york university
University of Illinois Urbana-Champaign,Computer Science Masters,Accepted,F17,International,4.0,168.0,university of illinois urbanachampaign
University of Southern California,Computer Science Masters,Accepted,F15,International,3.77,167.0,university of southern california
Columbia College,Computer Science Masters,Accepted,F19,International,4.0,167.0,columbia college
San Jose State (SJSU),Computer Science Masters,Accepted,F16,International,3.1,163.0,san jose state sjsu
Columbia College,Computer Science Masters,Accepted,F15,International,3.5,168.0,columbia college
University of Southern California,Computer Science Masters,Accepted,F19,American,3.64,169.0,university of southern california
BU,Computer Science Masters,Accepted,F15,International,3.83,166.0,bu
NYU Poly,Computer Science Masters,Accepted,F15,American,3.9,160.0,nyu poly
Texas College,Computer Science Masters,Accepted,F16,International,3.5,167.0,texas college
Arizona State University,Computer Science Masters,Accepted,F16,International,3.33,163.0,arizona state university
North Carolina State University,Computer Science Masters,Accepted,F18,International,3.5,157.0,north carolina state university
Georgia Institute of Technology,Computer Science Masters,Accepted,F15,American,3.22,159.0,georgia institute of technology
University of California (UCLA),Computer Science Masters,Accepted,F18,International,3.7,167.0,university of california ucla
University of Oxford,Computer Science Masters,Accepted,F19,International,3.9,170.0,university of oxford
Carnegie Mellon University,Computer Science Masters,Accepted,F15,International,3.78,170.0,carnegie mellon university
