university,program,decision,term,citizenship,gpa_raw,gre_total
Cornell College,Computer Science Masters,Accepted,F13,International,3.0,164.0
Stanford University,Computer Science Masters,Accepted,F13,International,4.0,166.0
Stanford University,Computer Science Masters,Accepted,F13,International,3.6,163.0
Stanford University,Computer Science Masters,Accepted,F13,American,3.75,800.0
Stanford University,Computer Science Masters,Accepted,F13,International,3.91,169.0
Stanford University,Computer Science Masters,Accepted,F13,American,3.8,92.0
Stanford University,Computer Science Masters,Accepted,F13,American,3.81,170.0
Stanford University,Computer Science Masters,Accepted,F13,International,3.76,170.0
Stanford University,Computer Science Masters,Accepted,F13,International,3.76,150.0
Stanford University,Computer Science Masters,Accepted,F13,American,3.85,162.0
Stanford University,Computer Science Masters,Accepted,F13,International,3.68,570.0
"University of California, Irvine",Computer Science Masters,Accepted,F13,International,3.47,161.0
Stanford University,Computer Science Masters,Accepted,F13,American,3.98,170.0
University Of Utah (UoU),Computer Science Masters,Accepted,F13,International,3.2,800.0
University Of Utah (UoU),Computer Science Masters,Accepted,F13,International,3.2,800.0
Brandeis University,Computer Science Masters,Accepted,F13,International,3.95,170.0
University Of Utah,Computer Science Masters,Accepted,F13,International,3.82,164.0
ETH Zurich,Computer Science Masters,Accepted,F13,International,3.57,163.0
University of California,Computer Science Masters,Accepted,F13,International,3.57,163.0
University Of British Columbia (UBC),Computer Science Masters,Accepted,F13,International,3.8,170.0
Arizona State University,Computer Science Masters,Accepted,F13,International,3.23,160.0
University Of British Columbia (UBC),Computer Science Masters,Accepted,F13,International,3.67,169.0
Carnegie Mellon University,Computer Science Masters,Accepted,S13,International,3.7,170.0
University of Kentucky,Computer Science Masters,Accepted,F13,International,3.54,165.0
"University Of California, San Diego (UCSD)",Computer Science Masters,Accepted,F13,International,3.6,790.0
University of California,Computer Science Masters,Accepted,F13,International,3.84,165.0
George Mason University,Computer Science Masters,Accepted,F13,International,3.67,162.0
University of California (UCSB),Computer Science Masters,Accepted,F13,American,3.85,162.0
University of California (UCSB),Computer Science Masters,Accepted,F13,International,3.84,165.0
University of California (UCSB),Computer Science Masters,Accepted,F13,American,3.89,161.0
University of California (UCSB),Computer Science Masters,Accepted,F13,American,3.59,161.0
Indiana University,Computer Science Masters,Accepted,F13,International,3.3,159.0
Carnegie Mellon University,Computer Science Masters,Accepted,F13,International,3.72,165.0
University of California,Computer Science Masters,Accepted,F13,American,3.81,164.0
University of California (UCLA),Computer Science Masters,Accepted,F13,American,3.65,168.0
"University Of Texas, Dallas (UTD)",Computer Science Masters,Accepted,F13,International,3.13,169.0
Cornell University,Computer Science Masters,Accepted,F13,International,3.4,167.0
University Of Delaware (UDEL),Computer Science Masters,Accepted,F13,International,3.88,168.0
University of California,Computer Science Masters,Accepted,F13,International,3.6,165.0
Cornell College,Computer Science Masters,Accepted,F13,International,3.92,680.0
Cornell College,Computer Science Masters,Accepted,F13,American,3.67,166.0
Simon Fraser University,Computer Science Masters,Accepted,F13,International,3.24,169.0
University of California (UCLA),Computer Science Masters,Accepted,F13,American,3.85,162.0
USC,Computer Science Masters,Accepted,F13,American,3.98,165.0
University Of Massachusetts Amherst,Computer Science Masters,Accepted,F13,American,3.98,165.0
University of Maryland Global Campus,Computer Science Masters,Accepted,F13,American,3.98,165.0
University of California,Computer Science Masters,Accepted,F13,American,3.98,165.0
University of California,Computer Science Masters,Accepted,F13,American,3.98,165.0
Purdue University,Computer Science Masters,Accepted,F13,American,3.98,165.0
University of Illinois Urbana-Champaign,Computer Science Masters,Accepted,F13,American,3.98,165.0
Carnegie Mellon,Computer Science Learning Science And Engineer Masters,Accepted,F13,American,3.52,780.0
Cornell University,Computer Science Masters,Accepted,F13,American,4.0,168.0
Indiana University,Computer Science Masters,Accepted,F13,International,3.44,158.0
Carnegie Mellon University,"Computer Science, Masters In Robotics Masters",Accepted,F13,International,4.0,167.0
IIT Jodhpur,Computer Science Masters,Accepted,F13,International,4.0,167.0
University of California (UCLA),Computer Science Masters,Accepted,F13,American,4.0,168.0
CMU,Computer Science Masters,Accepted,F13,International,3.9,170.0
University of Southern California,Computer Science Masters,Accepted,F13,International,3.66,800.0
University Of Alberta,Computer Science Masters,Accepted,F13,International,3.8,170.0
University Of Alberta,Computer Science Masters,Accepted,F13,International,3.7,170.0
University Of Virginia (UVA),Computer Science Masters,Accepted,F13,International,3.7,170.0
Georgetown University,Computer Science Masters,Accepted,F13,International,3.87,164.0
North Calorina State University,Computer Science Masters,Accepted,F13,International,3.2,165.0
Texas A&M (TAMU),Computer Science and Engineering Masters,Accepted,F13,American,3.55,165.0
"University of California, Irvine",Computer Science Masters,Accepted,F13,International,3.6,166.0
Texas A & M (TAMU),Computer Science Masters,Accepted,F13,International,3.6,166.0
TAMU,Computer Science Masters,Accepted,F13,International,3.2,152.0
Texas A & M University,Computer Science Masters,Accepted,F13,International,3.5,170.0
Texas A & M University,Computer Science Masters,Accepted,F13,International,3.84,165.0
McGill University,Computer Science Masters,Accepted,F13,International,3.7,163.0
Tufts University,Computer Science Masters,Accepted,F13,International,3.87,164.0
Clemson University,Computer Science Masters,Accepted,F13,International,3.7,166.0
CMU,Computer Science Masters,Accepted,F13,International,3.66,800.0
Arizona State University,Computer Science Masters,Accepted,F13,International,3.3,159.0
Carnegie Mellon,Computer Science Masters,Accepted,F13,American,3.81,170.0
Baylor,Computer Science Masters,Accepted,F13,American,3.65,155.0
North Carolina State University,Computer Science Masters,Accepted,F13,International,3.9,165.0
University Of Texas At Atlington,Computer Science Masters,Accepted,F13,International,3.63,165.0
Brown University,Computer Science Masters,Accepted,F13,American,3.08,158.0
Virginia Tech,Computer Science Masters,Accepted,F13,International,3.2,165.0
Brown University,Computer Science Masters,Accepted,F13,American,3.74,730.0
Carnegie Mellon University,Computer Science Masters,Accepted,F13,International,3.8,600.0
Brown University,Computer Science Masters,Accepted,F13,American,3.64,168.0
Brown University,Computer Science Masters,Accepted,F13,International,3.77,163.0
Carnegie Mellon University,Computer Science Masters,Accepted,F13,International,3.65,170.0
Illinois Institute of Technology,Computer Science Masters,Accepted,F13,International,3.3,790.0
University of Texas at Austin,Computer Science Masters,Accepted,F13,International,3.6,163.0
Mcgill University,Computer Science Masters,Accepted,F13,International,3.72,170.0
University Of Alberta,Computer Science Masters,Accepted,F13,International,3.72,170.0
University of Texas at Austin,Computer Science Masters,Accepted,F13,International,3.7,167.0
University of Texas at Austin,Computer Science Masters,Accepted,F13,International,3.84,165.0
University of Texas at Austin,Computer Science Masters,Accepted,F13,International,3.76,168.0
University of Texas at Austin,Computer Science Masters,Accepted,F13,International,3.76,170.0
University of Texas at Austin,Computer Science Masters,Accepted,F13,International,3.6,161.0
University of Texas at Austin,Computer Science Masters,Accepted,F13,International,4.0,168.0
University of Texas at Austin,Computer Science Masters,Accepted,F13,International,4.0,166.0
University of Texas at Austin,Computer Science Masters,Accepted,F13,American,3.81,164.0
University of Texas,Computer Science Masters,Accepted,F13,International,3.56,144.0
University of Chicago,Computer Science Masters,Accepted,F13,American,3.38,165.0
University of Southern California,Computer Science Masters,Accepted,F13,American,3.9,158.0
NYU Poly,Computer Science Masters,Accepted,F13,International,3.0,165.0
Ecole Polytechnique Federale De Lausanne (EPFL),Computer Science Masters,Accepted,F13,International,3.6,167.0
Iowa State University,Computer Science Masters,Accepted,S13,International,3.1,168.0
ETH Zurich,Computer Science Masters,Accepted,F13,International,3.62,170.0
George Mason University (GMU),Computer Science Masters,Accepted,F13,International,3.54,165.0
Ecole Polytechnique Federale De Lausanne (EPFL),Computer Science Masters,Accepted,F13,International,3.6,167.0
San Francisco State University (SFSU),Computer Science Masters,Accepted,F13,American,3.23,159.0
Wisconsin Madison,Computer Science Masters,Accepted,F13,International,3.79,770.0
Cambridge,Computer Science Mphil Masters,Accepted,F13,International,0.9,168.0
Rensselaer Polytechnic Institute,Computer Science Masters,Accepted,F13,International,3.84,165.0
Ecole Polytechnique Federale De Lausanne (EPFL),Computer Science (informatique) Masters,Accepted,F13,International,3.8,170.0
Colorado State University,Computer Science Masters,Accepted,F13,International,3.62,800.0
University Of Calgary,Computer Science Masters,Accepted,F13,International,3.68,161.0
University of Massachusetts Amherst,Computer Science Masters,Accepted,F13,International,3.8,164.0
Princeton University,Computer Science Masters,Accepted,F13,American,3.8,170.0
University of Massachusetts Amherst,Computer Science Masters,Accepted,F13,International,3.3,590.0
KAUST,Computer Science Masters,Accepted,F13,International,3.92,170.0
Worcester Polytechnic Institute,Computer Science Masters,Accepted,F13,American,3.74,730.0
Colorado State University,Computer Science Masters,Accepted,F13,International,3.36,165.0
Brown University,Computer Science Masters,Accepted,F13,International,3.86,160.0
Brown University,Computer Science Masters,Accepted,F13,International,3.87,167.0
University of Massachusetts Amherst,Computer Science Masters,Accepted,F13,American,3.81,164.0
Brown University,Computer Science Masters,Accepted,F13,International,3.6,165.0
Brown University,Computer Science Masters,Accepted,F13,International,3.84,165.0
University Of Alberta,Computer Science Masters,Accepted,F13,International,3.5,154.0
ETH Zurich,Computer Science Masters,Accepted,F13,International,3.9,160.0
University of California (UCSC),Computer Science Masters,Accepted,F13,International,3.23,160.0
Clemson University,Computer Science Masters,Accepted,F13,International,3.84,165.0
George Mason University,Computer Science Masters,Accepted,F13,International,3.47,151.0
University Of New Mexico,Computer Science Masters,Accepted,F13,American,3.89,161.0
Purdue University,Computer Science Masters (2013) Masters,Accepted,F13,International,3.64,164.0
University of Massachusetts Amherst,Computer Science Masters,Accepted,F13,International,3.9,163.0
University Of Massachusetts Amherst,Computer Science Masters,Accepted,F13,International,3.6,163.0
North Carolina State University,Computer Science Masters,Accepted,F13,International,3.5,170.0
UW Madison,Computer Science Masters,Accepted,F13,International,3.9,163.0
University of Wisconsin,Computer Science Masters,Accepted,F13,International,3.6,161.0
University of Kansas,Computer Science Masters,Accepted,F13,International,3.25,670.0
University Of Waterloo,Computer Science Masters,Accepted,F13,International,3.61,165.0
"University of California, Irvine",Computer Science Masters,Accepted,F13,American,3.37,163.0
UT Dallas,Computer Science Masters,Accepted,F13,American,3.76,600.0
Yale University,Computer Science Masters,Accepted,F13,International,3.87,600.0
Cusa,Computer Science Masters,Accepted,F13,International,3.0,139.0
Carnegie Mellon,Computer Science Masters,Accepted,F13,American,3.81,164.0
Carnegie Mellon,Computer Science Masters,Accepted,F13,International,4.0,159.0
Alberta,Computer Science Masters,Accepted,F13,International,3.9,163.0
ETH Zurich,Computer Science Masters,Accepted,F13,International,4.0,168.0
Drexel University,Computer Science Masters,Accepted,F13,International,3.5,160.0
Drexel University,Computer Science Masters,Accepted,F13,International,3.5,160.0
University of Delaware,Computer Science Masters,Accepted,F13,International,3.6,158.0
Drexel University,Computer Science Masters,Accepted,F13,International,3.6,158.0
Temple University,Computer Science Masters,Accepted,F13,International,3.43,163.0
University of Illinois Urbana-Champaign,Computer Science (Professional) Masters,Accepted,F13,International,3.87,164.0
University of Illinois Urbana,Computer Science( Non Thesis) Masters,Accepted,F13,International,4.0,800.0
ETH Zurich,Computer Science Masters,Accepted,F13,International,3.9,162.0
ETHZ,Computer Science Masters,Accepted,F13,International,3.5,800.0
ETH Zurich,Computer Science Masters,Accepted,F13,International,3.67,169.0
"University of California, Irvine",Computer Science Masters,Accepted,F13,American,3.04,159.0
University of Massachusetts Amherst,Computer Science Masters,Accepted,F13,International,3.65,155.0
University Of Waterloo,Computer Science Masters,Accepted,F13,International,3.7,170.0
Carnegie Mellon University,Computer Science Masters,Accepted,F13,International,3.47,170.0
University of Illinois Urbana-Champaign,Computer Science Masters,Accepted,F13,International,3.68,166.0
Northeastern University,Computer Science Masters,Accepted,F13,International,3.6,148.0
University Of North Carolina At Charlotte (UNCC),Computer Science Masters,Accepted,F13,International,3.54,165.0
"University of California, Irvine",Computer Science Masters,Accepted,F13,American,3.33,162.0
"University of California, Irvine",Computer Science Masters,Accepted,F13,International,3.66,166.0
Purdue University,Computer Science Masters,Accepted,F13,International,3.6,158.0
Indian Institute Of Technology Guwahati,Computer Science Masters,Accepted,F13,International,3.6,158.0
University Of Calgary,Computer Science Masters,Accepted,F13,International,3.6,166.0
Purdue University,Computer Science Masters,Accepted,F13,International,3.61,165.0
University Of New Brunswick,Computer Science Masters,Accepted,F13,International,3.8,164.0
Carnegie Mellon University,Computer Science - MSIT â€“ EBusiness Technology Masters,Accepted,F13,International,3.8,152.0
University of Illinois Chicago (UIC),Computer Science Masters,Accepted,F13,International,3.7,162.0
University of Kansas,Computer Science Masters,Accepted,F13,International,3.97,167.0
Columbia University,Computer Science Masters,Accepted,S13,American,3.87,161.0
Columbia University,Computer Science Masters,Accepted,S13,International,3.7,163.0
Columbia University,Computer Science Masters,Accepted,S13,American,4.0,170.0
University of Pennsylvania,Computer Science Masters,Accepted,F13,International,3.52,169.0
University of Pennsylvania,Computer Science Masters,Accepted,F13,International,3.61,165.0
Cornell University,Computer Science Masters,Accepted,F13,International,3.6,165.0
Santa Clara University,Computer Science and Engineering Masters,Accepted,S13,International,2.9,770.0
Sophia Secondary School,Computer Science Masters,Accepted,F13,International,3.82,163.0
University of California,Computer Science Masters,Accepted,F12,American,3.24,790.0
University of Southern California,Computer Science Masters,Accepted,F12,American,3.4,750.0
North Dakota State University,Computer Science Masters,Accepted,F12,International,3.91,125.0
University Of Southern California (USC),Computer Science (Game Development) Masters,Accepted,F12,American,4.0,169.0
University of California-Riverside,Computer Science Masters,Accepted,F12,International,4.0,158.0
"University of California, Irvine",Computer Science Masters,Accepted,F12,International,4.0,158.0
University Of Southern California (USC),Computer Science Masters,Accepted,F12,International,3.3,800.0
University Of Pennsylvania (UPenn),Computer Science: CGGT Masters,Accepted,F12,International,3.14,166.0
McGill University,Computer Science Masters,Accepted,F12,International,3.5,800.0
University of Pennsylvania,Computer Science Masters,Accepted,F12,International,3.41,161.0
University Of Southern California(USC),Computer Science Masters,Accepted,F12,International,3.4,160.0
University of Florida,Computer Science Masters,Accepted,F12,International,3.3,800.0
"University Of California, Davis (UC Davis)",Computer Science Masters,Accepted,F12,American,3.25,166.0
Masdar Institute Of Science And Technology,Computer Science(CIS) Masters,Accepted,F12,International,3.43,740.0
"University Of Southern California (USC), Washington University in St. Louis (WashU/WUSTL)",Computer Science Masters,Accepted,F12,International,3.9,780.0
University of Southern California,Computer Science Masters,Accepted,F12,American,3.34,159.0
Suny Buffalo,Computer Science Masters,Accepted,F12,International,3.4,700.0
Northeastern University,Computer Science Masters,Accepted,F12,American,3.7,164.0
Washington University in St. Louis (WashU/WUSTL),Computer Science Masters,Accepted,F12,International,3.7,165.0
"Rochester Institute Of Technology, RIT",Computer Science Masters,Accepted,F12,International,3.18,154.0
Colorado State University,Computer Science Masters,Accepted,F12,International,3.81,630.0
University Of California Riverside (UCR),Computer Science Masters,Accepted,F12,International,3.7,164.0
University Of Waterloo,Computer Science Masters,Accepted,F12,International,3.8,164.0
Carnegie Mellon University,Computer Science Masters,Accepted,F12,American,3.73,164.0
University Of Minnesota,Computer Science Masters,Accepted,F12,International,3.81,630.0
University of California,Computer Science Masters,Accepted,F12,American,3.7,800.0
Shenzhen University,Computer Science Masters,Accepted,F12,International,3.65,760.0
Northeastern University,Computer Science Masters,Accepted,F12,International,3.8,600.0
University of Texas,Computer Science Masters,Accepted,F12,International,3.91,159.0
Georgia Institute of Technology,Computer Science Masters,Accepted,F12,International,3.8,800.0
University Of Alberta,Computer Science Masters,Accepted,F12,International,3.83,780.0
University of Southern California,Computer Science Masters,Accepted,F12,International,4.0,800.0
University of Dallas,Computer Science Masters,Accepted,F12,International,3.72,158.0
University Of British Columbia,Computer Science Masters,Accepted,F12,International,3.89,800.0
Johns Hopkins University,Computer Science Masters,Accepted,F12,International,4.0,166.0
University Of British Columbia,Computer Science Masters,Accepted,F12,International,3.89,800.0
Syracuse University,Computer Science Masters,Accepted,F12,American,3.19,740.0
San Francisco State University,Computer Science and Engineering Masters,Accepted,F12,American,3.19,740.0
San Jose State University,Computer Science and Engineering Masters,Accepted,F12,American,3.19,740.0
Santa Clara University,Computer Science Masters,Accepted,F12,American,3.19,740.0
Washington University in St. Louis (WashU/WUSTL),Computer Science Masters,Accepted,F12,International,3.9,780.0
Dalhousie University,Computer Science Masters,Accepted,F12,International,3.89,800.0
Columbia University,Computer Science Masters,Accepted,F12,International,3.73,157.0
SUNY-Stony Brook University,Computer Science Masters,Accepted,F12,International,3.46,800.0
New York University,Computer Science Masters,Accepted,F12,International,3.3,163.0
Columbia University,Computer Science Masters,Accepted,F12,American,3.49,770.0
Texas A & M University (TAMU),Computer Science Masters,Accepted,F12,American,2.9,500.0
Texas A,Computer Science Masters,Accepted,F12,American,2.9,500.0
University of California,Computer Science (CSE) Masters,Accepted,F12,International,3.97,165.0
New York University,Computer Science Masters,Accepted,F12,International,3.46,800.0
State University Of New York At Stony Brook,Computer Science Masters,Accepted,F12,International,4.0,770.0
McGill University,Computer Science Masters,Accepted,F12,International,3.4,165.0
UC Riverside,Computer Science Masters,Accepted,F12,International,3.05,790.0
University Of Wisconsin At Madison,Computer Science Masters,Accepted,F12,American,3.4,163.0
University of Maryland,Computer Science Masters,Accepted,F12,American,3.4,163.0
TAMU,Computer Science Masters,Accepted,F12,International,3.6,800.0
Cornell University,Computer Science Masters,Accepted,F12,American,3.64,163.0
University of Iowa,Computer Science Masters,Accepted,F12,International,3.0,165.0
University of Southern California,"Computer Science, Game Development Spec ( CSGD) Masters",Accepted,F12,International,3.11,168.0
Stony Brook University-SUNY,Computer Science Masters,Accepted,F12,International,3.67,800.0
Cornell College,Computer Science Masters,Accepted,F12,International,3.74,700.0
Cornell College,Computer Science Masters,Accepted,F12,International,3.76,800.0
North Carolina State University (NCSU),Computer Science Masters,Accepted,F12,International,3.3,800.0
Columbia University,Computer Science Masters,Accepted,F12,International,3.2,800.0
Rutgers University,Computer Science Masters,Accepted,F12,International,3.0,800.0
SUNY Buffalo,Computer Science Masters,Accepted,F12,International,4.0,800.0
Georgia Institute of Technology,Computer Science Masters,Accepted,F12,International,3.6,800.0
Colorado State University,Computer Science Masters,Accepted,F12,International,3.82,630.0
New York University,Computer Science Masters,Accepted,F12,International,3.61,800.0
FFSEAS,Computer Science Masters,Accepted,F12,American,3.64,160.0
University Of Alberta,Computer Science Masters,Accepted,F12,International,3.83,780.0
Columbia University,Computer Science Masters,Accepted,F12,American,3.64,163.0
SUNY Buffalo,Computer Science Masters,Accepted,F12,International,3.95,163.0
University of Maryland,Computer Science Masters,Accepted,F12,American,3.5,800.0
University of Pennsylvania,Computer Science Masters,Accepted,F12,American,3.45,158.0
Vanderbilt University,Computer Science Masters,Accepted,F12,International,3.82,630.0
Stony Brook University,Computer Science Masters,Accepted,F12,American,3.64,160.0
Georgia Institute of Technology,Computer Science Masters,Accepted,F12,American,3.38,156.0
University of California (UCLA),Computer Science Masters,Accepted,F12,American,3.8,163.0
University of Calgary,Computer Science Masters,Accepted,F12,International,3.54,166.0
Georgia Institute of Technology,Computer Science Masters,Accepted,F12,International,3.3,800.0
Brown University,Computer Science Masters,Accepted,F12,International,3.3,800.0
University of California (UCLA),Computer Science Masters,Accepted,F12,International,3.63,164.0
University Of Toronto,Computer Science Masters,Accepted,F12,International,3.97,159.0
University of North Carolina at Chapel Hill,Computer Science Masters,Accepted,F12,International,3.34,800.0
University of Oxford,Computer Science Masters,Accepted,F12,International,3.6,166.0
King Abdullah University Of Science And Technology,Computer Science Masters,Accepted,F12,International,3.96,168.0
Georgia Institute of Technology,Computer Science (CS) Masters,Accepted,F12,American,3.76,159.0
Georgia Institute of Technology,Computer Science Masters,Accepted,F12,American,3.64,163.0
Brown University,Computer Science Masters,Accepted,F12,International,3.96,620.0
Georgia Institute of Technology,Computer Science Masters,Accepted,F12,International,3.35,800.0
University Of California - Los Angeles (UCLA),"Computer Science (CS), MS Masters",Accepted,F12,American,3.85,88.0
Stanford University,Computer Science Masters,Accepted,F12,International,4.0,800.0
Stanford University,Computer Science Masters,Accepted,F12,International,3.71,800.0
Carnegie Mellon University,Computer Science Masters,Accepted,F12,International,3.8,770.0
New York University ( NYU),Computer Science Masters,Accepted,F12,American,3.64,163.0
Stanford Univerisity,Computer Science Masters,Accepted,F12,International,4.0,800.0
Stanford Univerisity,Computer Science Masters,Accepted,F12,International,4.0,800.0
University Of Western Ontario,Computer Science Masters,Accepted,F12,International,3.4,163.0
Stanford University,Computer Science Masters,Accepted,F12,American,3.48,167.0
Cornell College,Computer Science Masters,Accepted,F12,International,4.0,800.0
Stanford University,Computer Science Masters,Accepted,F12,International,4.0,800.0
Penn State Harrisburg,Computer Science Masters,Accepted,F12,International,3.2,142.0
Stanford University,Computer Science Masters,Accepted,F12,International,3.6,800.0
Stanford University,Computer Science Masters,Accepted,F12,International,3.83,162.0
Stanford University,Computer Science Masters,Accepted,F12,American,3.78,780.0
Stanford Univerisity,Computer Science Masters,Accepted,F12,International,3.7,169.0
Stanford University,Computer Science Masters,Accepted,F12,American,3.86,169.0
Cornell University,Computer Science Masters,Accepted,F12,American,3.73,164.0
Cambridge University,Computer Science Masters,Accepted,F12,International,3.25,800.0
"University Of North Carolina, Charlotte (UNCC)",Computer Science Masters,Accepted,F12,International,2.96,800.0
New York University ( NYU),Computer Science Masters,Accepted,F12,American,3.73,164.0
Brown University,Computer Science Masters,Accepted,F12,American,3.73,164.0
University of Texas at Austin,Computer Science Masters,Accepted,F12,International,3.75,800.0
Worcester Polytechnic Institute,"Computer Science (CS), MS Masters",Accepted,F12,American,3.85,88.0
University Of California - Santa Barbara,"Computer Science (CS), MS Masters",Accepted,F12,American,3.85,88.0
University Of British Columbia (UBC),Computer Science Masters,Accepted,F12,International,3.91,800.0
University Of Massachusetts Amherst,Computer Science Masters,Accepted,F12,American,3.64,163.0
UMass Amherst / University Of Massachusetts Amherst,Computer Science Masters,Accepted,F12,International,3.62,166.0
University Of Massachusettchusetts - Amherst,Computer Science Masters,Accepted,F12,International,3.6,800.0
Georgetown University,Computer Science Masters,Accepted,F12,American,4.0,161.0
Penn (University Of Pennsylvania),Computer Science Masters,Accepted,F12,International,3.8,800.0
Brandeis University,Computer Science Masters,Accepted,F12,International,3.83,780.0
Kent State University,Computer Science Masters,Accepted,F12,International,3.83,780.0
University of Vermont,Computer Science (AI / Artificial Life) Masters,Accepted,F12,American,3.95,168.0
George Mason University,Computer Science Masters,Accepted,F12,American,3.82,166.0
University Of Manitoba,Computer Science Masters,Accepted,F12,International,3.8,156.0
Columbia University,Computer Science Masters,Accepted,F12,American,3.52,157.0
Syracuse University,Computer Science Masters,Accepted,F12,International,3.42,760.0
The University Of North Carolina At Chapel Hill (UNC),Computer Science Masters,Accepted,F12,International,3.8,170.0
Carnegie Mellon University,"Computer Science, Robotics Institute Masters",Accepted,F12,International,3.84,780.0
University Of California - Davis (UCDavis),Computer Science Masters,Accepted,F12,International,4.0,800.0
Universiry Of Alberta,Computer Science Masters,Accepted,F12,International,3.94,800.0
The University Of Alberta,Computer Science Masters,Accepted,F12,International,3.5,800.0
University Of Illinois - Urbana-Champaign (UIUC),Computer Science Masters,Accepted,F12,American,3.3,165.0
University Of Alberta,Computer Science Masters,Accepted,F12,International,3.07,162.0
University Of Texas At Dallas(UTD),Computer Science Masters,Accepted,F12,International,3.5,150.0
University of Pennsylvania,Computer Science Masters,Accepted,F12,International,3.6,800.0
Universiry Of Alberta,Computer Science Masters,Accepted,F12,International,3.65,167.0
University of California,Computer Science & Engineering (CSE) Masters,Accepted,F12,International,3.6,800.0
Ecole Polytechnique Federale De Lausanne (EPFL),Computer Science Masters,Accepted,F12,International,4.0,170.0
Brown University,Computer Science Masters,Accepted,F12,American,3.25,169.0
Brown University,Computer Science Masters,Accepted,F12,International,3.75,720.0
ีUniversity Of Maryland - College Park,Computer Science Masters,Accepted,F12,American,3.91,161.0
University of Maryland,Computer Science Masters,Accepted,F12,American,3.73,164.0
Carnegie Mellon University,Computer Science Robotics Institute Masters,Accepted,F12,International,3.9,169.0
Carnegie Mellon,"Computer Science, The Robotics Institute Masters",Accepted,F12,American,3.88,80.0
"Texas Tech University (TTU), Lubbock, Texas",Computer Science Masters,Accepted,F12,International,3.3,800.0
Princeton University,Computer Science Masters,Accepted,F12,International,3.8,800.0
Purdue University,Computer Science Masters,Accepted,F12,American,3.3,800.0
Carnegie Mellon University,Computer Science (Robotics) Masters,Accepted,F12,International,3.6,800.0
Brown University,Computer Science Masters,Accepted,F12,International,3.25,800.0
Princeton University,Computer Science Masters,Accepted,F12,American,3.78,780.0
Princeton University,Computer Science Masters,Accepted,F12,American,3.6,700.0
University Of Massachusettes Amherst,Computer Science Masters,Accepted,F12,International,3.85,760.0
University of Central Florida,Computer Science Masters,Accepted,F12,International,3.4,790.0
"University Of Massachusetts, Amherst (UMass)",Computer Science Masters,Accepted,F12,American,3.73,164.0
"University Of Massachusetts, Amherst (UMass)",Computer Science Masters,Accepted,F12,International,3.8,800.0
Yale University,Computer Science Masters,Accepted,F12,International,3.46,800.0
Carnegie Mellon University,Computer Science Masters,Accepted,F12,American,3.9,800.0
Carnegie Mellon University,Computer Science Masters,Accepted,F12,International,3.56,800.0
Wright State University,Computer Science Masters,Accepted,F12,International,3.3,700.0
"University Of Utah, Salt Lake City",Computer Science Masters,Accepted,F12,International,3.84,510.0
New Mexico State University,Computer Science Masters,Accepted,F12,International,3.0,160.0
Rensselaer Polytechnic Institute (RPI),Computer Science Masters,Accepted,F12,International,3.8,800.0
Purdue University,Computer Science Masters,Accepted,F12,International,3.8,770.0
Carnegie Mellon University,Computer Science Masters,Accepted,F12,American,3.78,780.0
Carnegie Mellon University,Computer Science - VLIS Masters,Accepted,F12,International,3.66,710.0
University Of Illinois At Urbana - Champaigne (UIUC,Computer Science Masters,Accepted,F12,International,3.8,770.0
University of Illinois Urbana-Champaign,Computer Science Masters,Accepted,F12,International,3.7,800.0
University Of British Columbia,Computer Science Masters,Accepted,F12,International,3.72,700.0
University Of Pennsylvania (UPenn),Computer Science Masters,Accepted,F12,International,3.66,710.0
ีืUniversity Of Central Florida,Computer Science Masters,Accepted,F12,International,3.2,160.0
IUP,Computer Science / Electrical Engineering Masters,Accepted,F12,International,3.36,780.0
Carnegie Mellon University,Computer Science Masters,Accepted,F12,American,3.6,650.0
Carnegie Mellon University,Computer Science Masters,Accepted,F12,American,3.95,790.0
University Of Illinois At Urbana - Champaigne (UIUC),Computer Science Masters,Accepted,F12,American,3.95,800.0
ETH Zurich,"Computer Science (CS), MS Masters",Accepted,F12,International,4.0,166.0
University Of Toronto,Computer Science Masters,Accepted,F12,International,4.0,800.0
University Of Utah,Computer Science - Graphics And Visualization Masters,Accepted,F12,International,3.8,800.0
ETH Zurich,Computer Science Masters,Accepted,F12,International,3.6,760.0
Illinois At Urbana Champaign,Computer Science Masters,Accepted,F12,International,3.76,163.0
ETH Zurich,Computer Science Masters,Accepted,F12,International,3.5,400.0
York University,Computer Science Masters,Accepted,F12,International,3.7,163.0
University Of Massachusetts Amherst (UMASS),Computer Science Masters,Accepted,F12,American,3.8,163.0
University of Chicago,"Computer Science (CS), MS Masters",Accepted,F12,American,3.64,160.0
"University Of California, Davis (UCD)",Computer Science Masters,Accepted,F12,American,3.5,750.0
University Of Waterloo (Canada),Computer Science Masters,Accepted,F12,American,3.8,760.0
Columbia FFSEAS,Computer Science & Communication Masters,Accepted,S12,International,3.7,800.0
University of Southern California,Computer Science Masters,Accepted,S12,International,3.7,800.0
Clemson University,Computer Science Masters,Accepted,S12,International,3.3,800.0
University Of North Carolina (UNC) Charlotte,Computer Science Masters,Accepted,S12,American,2.98,570.0
Columbia FFSEAS,Computer Science Masters,Accepted,S12,American,3.52,770.0
University Of Southern California (USC),Computer Science Masters,Accepted,F11,International,3.97,740.0
University Of Southern California (USC),Computer Science Masters,Accepted,F11,International,3.4,770.0
